table_name,column_name,data_type,is_nullable,is_partitioning_column
tlc_yellow_trips_2022,extra,NUMERIC,YES,NO
tlc_yellow_trips_2022,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2022,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2022,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2022,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2022,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2022,data_file_year,INT64,YES,NO
tlc_yellow_trips_2022,data_file_month,INT64,YES,NO
tlc_green_trips_2023,vendor_id,STRING,NO,NO
tlc_green_trips_2023,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2023,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2023,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2023,rate_code,STRING,YES,NO
tlc_green_trips_2023,passenger_count,INT64,YES,NO
tlc_green_trips_2023,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2023,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2023,extra,NUMERIC,YES,NO
tlc_green_trips_2023,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2023,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2023,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2023,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2023,total_amount,NUMERIC,YES,NO
tlc_green_trips_2023,payment_type,STRING,YES,NO
tlc_green_trips_2023,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2023,time_between_service,INT64,YES,NO
tlc_green_trips_2023,trip_type,STRING,YES,NO
tlc_green_trips_2023,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2023,pickup_location_id,STRING,YES,NO
tlc_green_trips_2023,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2023,data_file_year,INT64,YES,NO
tlc_green_trips_2023,data_file_month,INT64,YES,NO
tlc_fhv_trips_2017,location_id,INT64,YES,NO
tlc_fhv_trips_2017,pickup_datetime,DATETIME,YES,NO
tlc_fhv_trips_2017,dispatching_base_num,STRING,YES,NO
tlc_fhv_trips_2017,borough,STRING,YES,NO
tlc_fhv_trips_2017,zone,STRING,YES,NO
tlc_fhv_trips_2017,service_zone,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_datetime,DATETIME,YES,NO
tlc_fhv_trips_2017,dropoff_location_id,INT64,YES,NO
tlc_fhv_trips_2017,dropoff_borough,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_zone,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_service_zone,STRING,YES,NO
tlc_green_trips_2017,vendor_id,STRING,NO,NO
tlc_green_trips_2017,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2017,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2017,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2017,rate_code,STRING,YES,NO
tlc_green_trips_2017,passenger_count,INT64,YES,NO
tlc_green_trips_2017,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2017,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2017,extra,NUMERIC,YES,NO
tlc_green_trips_2017,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2017,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2017,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2017,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2017,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2017,total_amount,NUMERIC,YES,NO
tlc_green_trips_2017,payment_type,STRING,YES,NO
tlc_green_trips_2017,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2017,time_between_service,INT64,YES,NO
tlc_green_trips_2017,trip_type,STRING,YES,NO
tlc_green_trips_2017,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2017,pickup_location_id,STRING,YES,NO
tlc_green_trips_2017,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2017,data_file_year,INT64,YES,NO
tlc_green_trips_2017,data_file_month,INT64,YES,NO
tlc_yellow_trips_2011,vendor_id,STRING,NO,NO
tlc_yellow_trips_2011,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2011,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2011,passenger_count,INT64,YES,NO
tlc_yellow_trips_2011,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2011,rate_code,STRING,YES,NO
tlc_yellow_trips_2011,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2011,payment_type,STRING,YES,NO
tlc_yellow_trips_2011,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,extra,NUMERIC,YES,NO
tlc_yellow_trips_2011,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2011,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2011,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2011,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2011,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2011,data_file_year,INT64,YES,NO
tlc_yellow_trips_2011,data_file_month,INT64,YES,NO
tlc_green_trips_2021,vendor_id,STRING,NO,NO
tlc_green_trips_2021,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2021,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2021,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2021,rate_code,STRING,YES,NO
tlc_green_trips_2021,passenger_count,INT64,YES,NO
tlc_green_trips_2021,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2021,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2021,extra,NUMERIC,YES,NO
tlc_green_trips_2021,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2021,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2021,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2021,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2021,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2021,total_amount,NUMERIC,YES,NO
tlc_green_trips_2021,payment_type,STRING,YES,NO
tlc_green_trips_2021,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2021,time_between_service,INT64,YES,NO
tlc_green_trips_2021,trip_type,STRING,YES,NO
tlc_green_trips_2021,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2021,pickup_location_id,STRING,YES,NO
tlc_green_trips_2021,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2021,data_file_year,INT64,YES,NO
tlc_green_trips_2021,data_file_month,INT64,YES,NO
tlc_green_trips_2020,vendor_id,STRING,NO,NO
tlc_green_trips_2020,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2020,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2020,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2020,rate_code,STRING,YES,NO
tlc_green_trips_2020,passenger_count,INT64,YES,NO
tlc_green_trips_2020,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2020,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2020,extra,NUMERIC,YES,NO
tlc_green_trips_2020,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2020,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2020,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2020,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2020,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2020,total_amount,NUMERIC,YES,NO
tlc_green_trips_2020,payment_type,STRING,YES,NO
tlc_green_trips_2020,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2020,time_between_service,INT64,YES,NO
tlc_green_trips_2020,trip_type,STRING,YES,NO
tlc_green_trips_2020,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2020,pickup_location_id,STRING,YES,NO
tlc_green_trips_2020,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2020,data_file_year,INT64,YES,NO
tlc_green_trips_2020,data_file_month,INT64,YES,NO
tlc_green_trips_2016,vendor_id,STRING,NO,NO
tlc_green_trips_2016,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2016,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2016,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2016,rate_code,STRING,YES,NO
tlc_green_trips_2016,passenger_count,INT64,YES,NO
tlc_green_trips_2016,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2016,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2016,extra,NUMERIC,YES,NO
tlc_green_trips_2016,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2016,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2016,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2016,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2016,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2016,total_amount,NUMERIC,YES,NO
tlc_green_trips_2016,payment_type,STRING,YES,NO
tlc_green_trips_2016,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2016,time_between_service,INT64,YES,NO
tlc_green_trips_2016,trip_type,STRING,YES,NO
tlc_green_trips_2016,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2016,pickup_location_id,STRING,YES,NO
tlc_green_trips_2016,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2016,data_file_year,INT64,YES,NO
tlc_green_trips_2016,data_file_month,INT64,YES,NO
tlc_yellow_trips_2021,vendor_id,STRING,NO,NO
tlc_yellow_trips_2021,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2021,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2021,passenger_count,INT64,YES,NO
tlc_yellow_trips_2021,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2021,rate_code,STRING,YES,NO
tlc_yellow_trips_2021,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2021,payment_type,STRING,YES,NO
tlc_yellow_trips_2021,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2021,extra,NUMERIC,YES,NO
tlc_yellow_trips_2021,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2021,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2021,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2021,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2021,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2021,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2021,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2021,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2021,data_file_year,INT64,YES,NO
tlc_yellow_trips_2021,data_file_month,INT64,YES,NO
tlc_green_trips_2015,vendor_id,STRING,NO,NO
tlc_green_trips_2015,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2015,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2015,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2015,rate_code,STRING,YES,NO
tlc_green_trips_2015,passenger_count,INT64,YES,NO
tlc_green_trips_2015,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2015,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2015,extra,NUMERIC,YES,NO
tlc_green_trips_2015,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2015,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2015,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2015,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2015,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2015,total_amount,NUMERIC,YES,NO
tlc_green_trips_2015,payment_type,STRING,YES,NO
tlc_green_trips_2015,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2015,time_between_service,INT64,YES,NO
tlc_green_trips_2015,trip_type,STRING,YES,NO
tlc_green_trips_2015,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2015,pickup_location_id,STRING,YES,NO
tlc_green_trips_2015,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2015,data_file_year,INT64,YES,NO
tlc_green_trips_2015,data_file_month,INT64,YES,NO
tlc_yellow_trips_2013,vendor_id,STRING,NO,NO
tlc_yellow_trips_2013,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2013,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2013,passenger_count,INT64,YES,NO
tlc_yellow_trips_2013,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2013,rate_code,STRING,YES,NO
tlc_yellow_trips_2013,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2013,payment_type,STRING,YES,NO
tlc_yellow_trips_2013,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2013,extra,NUMERIC,YES,NO
tlc_yellow_trips_2013,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2013,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2013,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2013,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2013,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2013,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2013,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2013,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2013,data_file_year,INT64,YES,NO
tlc_yellow_trips_2013,data_file_month,INT64,YES,NO
country_codes,country_name,STRING,YES,NO
country_codes,alpha_2_code,STRING,YES,NO
country_codes,alpha_3_code,STRING,YES,NO
crime,unique_key,INT64,NO,NO
crime,case_number,STRING,YES,NO
crime,date,TIMESTAMP,YES,NO
crime,block,STRING,YES,NO
crime,iucr,STRING,YES,NO
crime,primary_type,STRING,YES,NO
crime,description,STRING,YES,NO
crime,location_description,STRING,YES,NO
crime,arrest,BOOL,YES,NO
crime,domestic,BOOL,YES,NO
crime,beat,INT64,YES,NO
crime,district,INT64,YES,NO
crime,ward,INT64,YES,NO
crime,community_area,INT64,YES,NO
crime,fbi_code,STRING,YES,NO
crime,x_coordinate,FLOAT64,YES,NO
crime,y_coordinate,FLOAT64,YES,NO
crime,year,INT64,YES,NO
crime,updated_on,TIMESTAMP,YES,NO
crime,latitude,FLOAT64,YES,NO
crime,longitude,FLOAT64,YES,NO
crime,location,STRING,YES,NO
landsat_index,scene_id,STRING,NO,NO
landsat_index,product_id,STRING,YES,NO
landsat_index,spacecraft_id,STRING,YES,NO
landsat_index,sensor_id,STRING,YES,NO
landsat_index,date_acquired,DATE,YES,NO
landsat_index,sensing_time,TIMESTAMP,YES,YES
landsat_index,collection_number,STRING,YES,NO
landsat_index,collection_category,STRING,YES,NO
landsat_index,data_type,STRING,YES,NO
landsat_index,wrs_path,INT64,YES,NO
landsat_index,wrs_row,INT64,YES,NO
landsat_index,cloud_cover,FLOAT64,YES,NO
landsat_index,north_lat,FLOAT64,YES,NO
landsat_index,south_lat,FLOAT64,YES,NO
landsat_index,west_lon,FLOAT64,YES,NO
landsat_index,east_lon,FLOAT64,YES,NO
landsat_index,total_size,INT64,YES,NO
landsat_index,base_url,STRING,YES,NO
landsat_index,source_url,STRING,YES,NO
landsat_index,etl_timestamp,TIMESTAMP,YES,NO
sentinel_2_index,granule_id,STRING,NO,NO
sentinel_2_index,product_id,STRING,YES,NO
sentinel_2_index,datatake_identifier,STRING,YES,NO
sentinel_2_index,mgrs_tile,STRING,YES,NO
sentinel_2_index,sensing_time,TIMESTAMP,YES,YES
sentinel_2_index,geometric_quality_flag,STRING,YES,NO
sentinel_2_index,generation_time,TIMESTAMP,YES,NO
sentinel_2_index,north_lat,FLOAT64,YES,NO
sentinel_2_index,south_lat,FLOAT64,YES,NO
sentinel_2_index,west_lon,FLOAT64,YES,NO
sentinel_2_index,east_lon,FLOAT64,YES,NO
sentinel_2_index,base_url,STRING,YES,NO
sentinel_2_index,total_size,INT64,YES,NO
sentinel_2_index,cloud_cover,FLOAT64,YES,NO
sentinel_2_index,source_url,STRING,YES,NO
sentinel_2_index,etl_timestamp,TIMESTAMP,YES,NO
landsat_index,scene_id,STRING,NO,NO
landsat_index,product_id,STRING,YES,NO
landsat_index,spacecraft_id,STRING,YES,NO
landsat_index,sensor_id,STRING,YES,NO
landsat_index,date_acquired,DATE,YES,NO
landsat_index,sensing_time,TIMESTAMP,YES,YES
landsat_index,collection_number,STRING,YES,NO
landsat_index,collection_category,STRING,YES,NO
landsat_index,data_type,STRING,YES,NO
landsat_index,wrs_path,INT64,YES,NO
landsat_index,wrs_row,INT64,YES,NO
landsat_index,cloud_cover,FLOAT64,YES,NO
landsat_index,north_lat,FLOAT64,YES,NO
landsat_index,south_lat,FLOAT64,YES,NO
landsat_index,west_lon,FLOAT64,YES,NO
landsat_index,east_lon,FLOAT64,YES,NO
landsat_index,total_size,INT64,YES,NO
landsat_index,base_url,STRING,YES,NO
landsat_index,source_url,STRING,YES,NO
landsat_index,etl_timestamp,TIMESTAMP,YES,NO
sentinel_2_index,granule_id,STRING,NO,NO
sentinel_2_index,product_id,STRING,YES,NO
sentinel_2_index,datatake_identifier,STRING,YES,NO
sentinel_2_index,mgrs_tile,STRING,YES,NO
sentinel_2_index,sensing_time,TIMESTAMP,YES,YES
sentinel_2_index,geometric_quality_flag,STRING,YES,NO
sentinel_2_index,generation_time,TIMESTAMP,YES,NO
sentinel_2_index,north_lat,FLOAT64,YES,NO
sentinel_2_index,south_lat,FLOAT64,YES,NO
sentinel_2_index,west_lon,FLOAT64,YES,NO
sentinel_2_index,east_lon,FLOAT64,YES,NO
sentinel_2_index,base_url,STRING,YES,NO
sentinel_2_index,total_size,INT64,YES,NO
sentinel_2_index,cloud_cover,FLOAT64,YES,NO
sentinel_2_index,source_url,STRING,YES,NO
sentinel_2_index,etl_timestamp,TIMESTAMP,YES,NO
